material_id,pretty_formula
mp-1238841,Cr2CuS4
mp-1238890,Cr2HgS4
mp-1239195,Cr2CuS4
mp-1245981,Y2Pt2S7
mp-12843,YCuS2
mp-12984,TbCuSe2
mp-13993,Ti3NiS6
mp-13994,Ti3NiS6
mp-14928,Sc2MnSe4
mp-15065,Cu(IrS2)2
mp-15227,NdPd3S4
mp-15614,Cu(RhSe2)2
mp-15931,NdCrS3
mp-15932,SmCrS3
mp-15974,Mn(CrS2)2
mp-16267,Dy2CdS4
mp-16335,Ti3FeS6
mp-18010,Ta2Pd3Se8
mp-19924,USeS
mp-20775,CeDyS3
mp-20953,CeScS3
mp-21037,U2FeS5
mp-21103,UPdSe3
mp-21217,URhS3
mp-21299,Cr2CoS4
mp-21583,Sc(US2)3
mp-21584,Ta11(CoSe4)2
mp-21656,Ta11(FeSe4)2
mp-21855,VCu3Se4
mp-22605,Cr2CdSe4
mp-22667,UFeS3
mp-22744,Ta11(NiSe4)2
mp-28019,NbCrSe5
mp-28888,Cu(PtS2)2
mp-29091,Ti(CuS)4
mp-31273,La2CuS4
mp-33775,La5AgSe8
mp-34175,Ce2CdSe4
mp-34289,TiNbS4
mp-34309,Pr2EuS4
mp-3497,FeCuS2
mp-34987,Sm(DyS2)2
mp-35281,Sm2CdS4
mp-3532,CrAgSe2
mp-35801,U12Ir4Se31
mp-36395,La2CdS4
mp-3652,Ta9(FeS3)2
mp-36592,Nd5AgSe8
mp-36912,Pr2CdS4
mp-37045,Ce2SmS4
mp-37386,La2SmS4
mp-37478,La5AgS8
mp-37521,Nd2USe4
mp-3762,VCu3S4
mp-37693,Nd2EuS4
mp-37920,AgAuS2
mp-3824,Ta9(NiS3)2
mp-38971,Eu(YS2)2
mp-4338,Cr2CdS4
mp-4909,V2NiS4
mp-5014,CuAgS
mp-505244,FeCuSe2
mp-5090,Ti2FeSe4
mp-510528,GdCuSe2
mp-530588,Dy(CrS2)3
mp-530701,Ni5(Mo3Se4)8
mp-531882,U7(Pd3S4)8
mp-532329,Fe3(CuS5)2
mp-540544,U8CrS17
mp-541183,Ta2NiSe7
mp-554416,Ta4FeS8
mp-555276,Sm2US5
mp-556107,Nd6Nb5S16
mp-557833,Ti(Ag4S3)2
mp-560046,Ta2Pt3S8
mp-5602,Cr2HgSe4
mp-561419,V2FeS4
mp-5621,NbCu3S4
mp-562537,Ta2Ni3S8
mp-569662,V2NiSe4
mp-570420,Nb2CrSe4
mp-570708,CrAgSe2
mp-5737,TbCuS2
mp-5749,Cr2FeSe4
mp-5766,CeCuS2
mp-603934,Fe2CuS3
mp-605485,Fe2CuS3
mp-619067,U3Cu2S7
mp-631573,Re2AuSe
mp-672235,Co(NiS2)2
mp-673844,Cr(FeSe2)2
mp-674310,Cr4Cu3Se8
mp-674343,Ti10Cu7S20
mp-674348,Gd2MnS4
mp-674352,TaAg7S6
mp-674499,Nb17Ir3S40
mp-675160,Ce11MnS16
mp-675208,Co(Mo3Se4)4
mp-675223,La4Ag2Se7
mp-675290,Nb9IrSe20
mp-675349,DyCuSe2
mp-675367,Nb3IrS8
mp-675396,Sm3Eu3S8
mp-675420,Pr4Ag2Se7
mp-675430,Sm4Ag2Se7
mp-675633,Ag4AuS2
mp-675678,Nd4Ag2Se7
mp-675745,Cu(Mo3S4)2
mp-675830,FeCu5S4
mp-675895,La3Fe2S7
mp-675902,YCuSe2
mp-676073,Cr2CoSe4
mp-676083,Ce2USe4
mp-676143,Ce5AgSe8
mp-676144,Ti(CrS2)2
mp-676284,YAgSe2
mp-676348,NbAg7S6
mp-676377,Ti2CuS4
mp-676424,Sm(GdS2)2
mp-676854,Ta14(CuS8)3
mp-677055,ScCuSe2
mp-685767,Ta24Ti5Se48
mp-685820,Sc10Mn17S32
mp-685926,Nd10US16
mp-685980,NiMo3S4
mp-686094,Ti3CuS6
mp-686354,Cr2CoSe4
mp-686369,Ta22(CuS12)3
mp-686487,Th2(Mo3S4)5
mp-695771,Eu(Ni3S4)2
mp-696867,V4NiS8
mp-7116,Nb3CoS6
mp-7443,Nb2CrSe4
mp-767157,Ti16CuS32
mp-7792,YScS3
mp-7823,V2NiSe4
mp-8436,Ta2PdSe6
mp-861512,PrCrSe3
mp-961651,ZrFeSe
mp-961658,VFeSe
mp-985277,Ce2USe5
mp-989651,HfTeSe4
mp-990091,Ag2WS4
mp-9942,Ti2FeS4
mp-999139,TaHgS2
mvc-11245,Zn(FeS2)2
mvc-11251,Ti2ZnS4
mvc-11273,Zn(NiS2)4
mvc-11275,V4ZnS8
mvc-11285,Zn(CoS2)4
mvc-11286,Zn(NiS2)4
mvc-11418,V4ZnS8
mvc-11745,Zn(CrS2)4
mvc-12340,Mn4ZnS8
mvc-12347,Zn(CrS2)4
mvc-12951,Mn4ZnS8
mvc-12967,ZnNi2S5
mvc-14772,V2ZnS4
mvc-16256,ZnCr2S5
mvc-16600,Y(MnS2)2
mvc-16616,Y(VS2)2
mvc-16628,Ti2ZnS4
mvc-16728,Y(VS2)2
mvc-16729,Y(MnS2)2
mvc-16734,Y(CrS2)2
mvc-16741,Y(TiS2)2
mvc-16744,Y(CoS2)2
mvc-16769,Y(CrS2)2
mvc-16778,Y(CoS2)2
mvc-16784,Zn(CoS2)2
mvc-16786,Zn(NiS2)2
mvc-16787,Zn(CrS2)2
mvc-16790,Y(TiS2)2
mvc-16792,Y(MnS2)2
mvc-98,Zn(CoS2)2
mp-1001016,Sc2ZnSe4
mp-1006367,Ce2HfSe5
mp-1008631,VCoTe
mp-1008872,MnFeTe
mp-1008874,MnCoTe
mp-1009592,CrFeTe
mp-1009593,CrCoTe
mp-1017534,ZnCdSe2
mp-1018020,NiAgSe2
mp-1018083,CrCdTe2
mp-1018084,CrAgTe2
mp-1021670,TiAgSe2
mp-1023928,MoWSe4
mp-1023941,Te4MoW
mp-1023943,TeWSe
mp-1023948,TeMoSe
mp-1025150,Cu2WSe4
mp-1025180,Mn(CrSe2)2
mp-1025195,Nb2VSe4
mp-1025203,Ti2VSe4
mp-1025207,Ti(CrTe2)2
mp-1025219,Ti2VTe4
mp-1025222,ZnPd5Se
mp-1025232,V2CrSe4
mp-1025235,Fe(CoSe2)2
mp-1025239,Cr2CoTe4
mp-1025278,V2CrTe4
mp-1025279,Ti(CrSe2)2
mp-1025281,Ti2NiSe4
mp-1025282,Ti(VTe2)2
mp-1025340,Cu2WSe4
mp-1025344,V(CrTe2)2
mp-1025345,Ti2CrTe4
mp-1025359,Fe(NiSe2)2
mp-1025371,CdPd5Se
mp-1025380,Cr2FeTe4
mp-1025629,Te6Mo2W
mp-1025649,Te6Mo2W
mp-1025678,Te6MoW2
mp-1025728,Te2Mo3Se4
mp-1025787,Mo(WSe3)2
mp-1025815,Mo2WSe6
mp-1025876,Te2Mo3Se4
mp-1025905,Mo2WSe6
mp-1026349,Te2W3Se4
mp-1026351,Te6MoW2
mp-1027682,TeMo2Se3
mp-1027683,TeMoSe
mp-1027818,TeMo2Se3
mp-1028409,Mo3WSe8
mp-1028420,Mo3WSe8
mp-1028452,Te3W2Se
mp-1028459,TeWSe
mp-1028514,MoWSe4
mp-1028576,Te8MoW3
mp-1028594,Te4MoW
mp-1028749,TeWSe
mp-1028823,MoW3Se8
mp-1028978,MoWSe4
mp-1029256,Te4MoW
mp-1030106,Te4MoW
mp-1030108,Te8MoW3
mp-1030155,Te8Mo3W
mp-1030331,Te8Mo3W
mp-1030335,Te4MoW
mp-1030393,TeMoSe
mp-1030504,MoW3Se8
mp-1030565,MoWSe4
mp-1030732,TeMoSe
mp-10386,Sm3CrSe6
mp-10445,Sc6FeTe2
mp-10446,Sc6NiTe2
mp-10516,Dy6FeTe2
mp-1077563,CoTeMo
mp-1077939,Cr(Te2Rh)2
mp-1077944,HgPd5Se
mp-1078104,Fe2CoSe4
mp-1078113,V(FeSe2)2
mp-1078160,Cr2CoSe4
mp-1079253,Tb6CoTe2
mp-1079533,CrCd3Te4
mp-1079700,Dy6CoTe2
mp-1087545,Zn3CrTe4
mp-1095026,DyAgSe2
mp-1095028,Zn3CrSe4
mp-1097020,HfTe3Se8
mp-1097028,GdAgSe2
mp-1100405,ScTeRh
mp-1100412,TiTeRu
mp-1100422,VTeRu
mp-1100887,Y7(CuTe4)3
mp-1101139,Th2CuTe6
mp-1101606,YAgSe2
mp-1102023,HgPt2Se3
mp-1102966,UTeSe
mp-1103546,Mn2ZnSe4
mp-1103642,Ag(Mo3Se4)2
mp-1103848,Y(Mo3Se4)2
mp-1104014,Mn2ZnTe4
mp-1104114,Eu(Mo3Se4)2
mp-1104125,Y2CdSe4
mp-1104138,Dy(Mo3Se4)2
mp-1104166,Sc2CdSe4
mp-1104216,Pu(Mo3Se4)2
mp-1104266,Np(Mo3Se4)2
mp-1104333,Ti(Mo3Se4)2
mp-1104522,Tb(Mo3Se4)2
mp-1104529,Fe(Mo3Se4)2
mp-1104560,Dy2CdTe4
mp-1105933,LaCrSe3
mp-1106185,UCrSe3
mp-1106192,EuZrSe3
mp-1120716,CdHg3Te4
mp-1120810,Dy2Te3Se
mp-1173033,Nb3IrSe8
mp-1173299,Sm2EuSe4
mp-11754,Sc6Te2Os
mp-11778,ThMnSe3
mp-11790,LaCuSe2
mp-11793,SmCuSe2
mp-1181462,DyAgSe2
mp-1181717,CoTeMo
mp-1183055,AcHgTe2
mp-1186414,PaHgTe2
mp-1186417,PaTe2Pd
mp-1188256,UNiSe3
mp-1188354,Ta3VSe6
mp-1188559,YAgSe2
mp-1188620,Nb3NiSe6
mp-1188676,U2FeSe5
mp-1188731,ThCrSe3
mp-1189932,Mn(NbSe2)3
mp-1190037,Nb3FeSe6
mp-1190784,TaTe4Os
mp-1190788,TaTe4Rh
mp-1191708,TaTe4Ru
mp-1192146,NbTe4Os
mp-1192620,U8VSe17
mp-1192621,U8TiSe17
mp-1192831,Ti2FeSe4
mp-1192855,U8CoSe17
mp-1192941,Nb8PtSe20
mp-1193543,Nb4NiSe8
mp-1193584,U8FeSe17
mp-1193638,Nb4FeSe8
mp-1193800,Hf9Re4Se
mp-1194253,Hf9W4Se
mp-1194359,U8MnSe17
mp-1195333,Nd2ZrSe5
mp-1196235,Sm2USe5
mp-1197091,Ta4NiTe4
mp-1197516,La2HfSe5
mp-1197597,Ta4CrTe4
mp-1198610,Nb4FeTe4
mp-1198974,La2ThSe5
mp-1199549,Ta4CoTe4
mp-1200071,Gd2ZrSe5
mp-1200172,Pr2USe5
mp-1201001,Y5(NiTe)2
mp-1201577,Nd2USe5
mp-1201635,Tb2ZrSe5
mp-1203241,Sc6Te2Pd
mp-1205898,Sc6Te2Ru
mp-1205985,Zr6Te2Pt
mp-1206192,Y7(TeAu)2
mp-1206500,Sc6MnTe2
mp-1206619,Dy7(TePt)2
mp-1206893,Sc6Te2Ir
mp-1207773,Y5(NiTe)2
mp-1207784,Y5(CoTe)2
mp-1208241,Ti4FeSe8
mp-1208265,Ti2CrSe4
mp-1208377,Ta4CrSe8
mp-1208475,Ta2Ni3Te5
mp-1209096,Sc6CuTe2
mp-1209978,Nb4VSe8
mp-1212830,Dy7(TePd)2
mp-1212900,Cu2Pd3Se4
mp-1213635,Cu2(ReSe2)3
mp-1215227,ZrTaTe4
mp-1215397,Zr4FeSe8
mp-1215406,ZnCdTe2
mp-1215427,ZnCdSe2
mp-1215466,ZnHgSe2
mp-1215476,ZnHgTe2
mp-1215486,ZnCdSe2
mp-1215513,Zn2TeSe
mp-1215583,Zn4CoSe5
mp-1215652,Zn4CdSe5
mp-1215660,ZnHg4Te5
mp-1215832,YUTe6
mp-1215907,YAgTe2
mp-1216202,Y(CuSe)3
mp-1216225,Y(CuTe)3
mp-1216577,V2CrTe4
mp-1216600,V(CrTe2)2
mp-1216743,V2FeTe4
mp-1216826,V(FeSe2)2
mp-1216975,TiCr3Te4
mp-1216980,U4CuTe12
mp-1217132,Ti2VTe4
mp-1217137,Ti2CrTe4
mp-1217146,Ti2VSe4
mp-1217179,Ti4CrTe8
mp-1217213,Ti5CoSe10
mp-1217257,TePtSe
mp-1217262,ThUSe2
mp-1217263,TePdSe
mp-1217314,TeMo2Se3
mp-1217371,Te3Mo2Se
mp-1217383,Te8Pd5Se2
mp-1217418,Te4Mo2Ru
mp-1217433,TbUTe4
mp-1217440,Te16(Mo3Ru)3
mp-1217457,Th4UTe5
mp-1217458,TbUTe6
mp-1217533,TbUTe3
mp-1217648,U2(Mo3Se4)5
mp-1217821,TaWSe4
mp-1217851,Tb(CuTe)3
mp-1217922,TaReSe4
mp-1217942,TaNbTe4
mp-1218097,Ta4MoSe10
mp-1218111,Ta4Fe5Te12
mp-1218913,SmYSe2
mp-1218995,SmGdSe2
mp-1219049,SmEuSe2
mp-1219132,Re2MoSe4
mp-1219145,Re(Te2Mo)2
mp-1219189,Sm(CuTe)3
mp-1219312,ScCuSe2
mp-1219332,Sm3CuSe6
mp-1219401,Sm2UTe5
mp-1219426,Sc8CuTe3
mp-1219580,Re9Mo3Se16
mp-1219811,PrUTe6
mp-1220033,Pr2UTe5
mp-1220035,NiTeSe
mp-1220110,Ni(Mo3Se4)2
mp-1220117,NdUTe6
mp-1220151,Ni(Te4Mo3)2
mp-1220367,NbWSe4
mp-1220412,NbCuSe2
mp-1220427,Nb6AgSe8
mp-1220443,NbMoSe4
mp-1220470,Nb6ZnTe8
mp-1220503,Nb3WSe8
mp-1220509,Nd2CuTe4
mp-1220592,Nb6Pd2Se15
mp-1220640,Nd2UTe5
mp-1220663,Nb3MoSe8
mp-1220676,Nb3IrSe8
mp-1220695,Nb2CuTe4
mp-1220701,Nb3(IrSe5)2
mp-1220711,Nb3FeSe10
mp-1220761,Nb12ZnSe16
mp-1220914,Nb2Ni5Te6
mp-1221364,MnNiTe2
mp-1221402,MoWSe4
mp-1221497,MnZnTe2
mp-1221499,Mo2RuSe4
mp-1221500,MnZnSe2
mp-1221503,MnZnSe2
mp-1221505,MnZnTe2
mp-1221515,MnZn4Se5
mp-1221521,MnZnTe4
mp-1221523,MnZnSe4
mp-1221591,MnHg2Te3
mp-1221638,MnCr3Te4
mp-1221650,MnCdTe2
mp-1221664,MnCd2Te3
mp-1221667,MnCd3Te4
mp-1221676,MnCdTe2
mp-1221682,MnCoSe2
mp-1221692,MnCuSe4
mp-1221743,Mn3CdTe4
mp-1221754,MnCoSe2
mp-1221758,Mn3Te2Se
mp-1221774,MnCrTe2
mp-1221782,Mn4VSe5
mp-1221790,Mn2TeSe
mp-1221798,Mn3CdTe4
mp-1221834,MnCr3Te4
mp-1221890,Mn2CdTe3
mp-1221907,Mn3CrTe4
mp-1222020,Mn(CuSe)2
mp-1222078,Mn(CuTe)2
mp-1222176,Mn4NiSe5
mp-1222839,LaUTe6
mp-1223195,La2UTe5
mp-1223340,La2CuTe4
mp-1223922,Hg2TeSe
mp-1223932,Hg2TeSe
mp-1224218,HfTiSe4
mp-1224271,HfTeSe
mp-1224556,Hf3TiTe20
mp-1224581,GdCu5Se4
mp-1224716,Fe2CoSe4
mp-1224764,GdCu5Te4
mp-1224910,FeNiTe4
mp-1224955,FeCoTe2
mp-1224961,FeCuTe2
mp-1224966,FeCoSe2
mp-1224990,Fe4Te3Se
mp-1224997,FeAgTe2
mp-1225000,Fe4Te3Se
mp-1225110,DyUTe6
mp-1225136,Fe2TeSe
mp-1225243,Fe4NiSe10
mp-1225290,Fe(Mo3Se4)2
mp-1225301,DyAgTe2
mp-1225340,Eu2CuTe4
mp-1225351,Dy4MnSe7
mp-1225384,Dy4CrSe7
mp-1225395,Dy(CuTe)3
mp-1225573,DyUTe4
mp-1225646,Dy3CuSe6
mp-1225652,CuAgTe
mp-1225744,CuTeSe
mp-1226017,CoNiTe2
mp-1226039,CoNiTe4
mp-1226048,CoNiTe4
mp-1226054,CoNiTe4
mp-1226163,La2CeTe4
mp-1226252,Cr4Te3Se
mp-1226320,Cr2TeSe
mp-1226512,Co(NiSe2)2
mp-1226586,Co2Ni2Te5
mp-1226688,Gd3Cu2Te7
mp-1226731,CdHg4Se5
mp-1226732,Ce2TeSe
mp-1226733,CdHgSe2
mp-1226741,CdHgTe2
mp-1226756,CdHg4Se5
mp-1226774,CeUTe6
mp-1226794,CdHg4Te5
mp-1226897,Cd4HgSe5
mp-1226939,Cd2TeSe
mp-1232380,MnCdTe2
mp-1237584,Cr(FeTe2)2
mp-1237898,Nb3AgTe4
mp-1246098,Y2Pt2Se7
mp-12463,Ni(TePd)2
mp-12464,Co(PdSe)2
mp-12465,Co(TePd)2
mp-12466,Fe(PdSe)2
mp-1246872,Cd(HgTe2)2
mp-12743,CrTe4Au
mp-12903,YAgTe2
mp-12908,ScAgSe2
mp-14474,Ta2PtSe7
mp-14815,TaTe5Pt
mp-17287,TaTe4Ir
mp-17336,NpCuSe2
mp-17865,Nb4CrSe8
mp-18706,Y5(FeTe)2
mp-19810,TaNiTe2
mp-19912,UMnSe3
mp-20118,Cr2AgTe4
mp-20170,CeCrSe3
mp-20506,NbNiTe2
mp-21621,Y6Te2Rh
mp-22625,Cr2CuTe4
mp-22792,MnTePd
mp-28616,NbTe5Pd
mp-28667,Ta(NiTe)2
mp-28846,TaCoTe2
mp-28934,Ta2Te5Pd3
mp-28964,Ta4FeTe4
mp-29607,Ag(TeMo)6
mp-29659,FeAgTe2
mp-29769,Sc5(NiTe)2
mp-2977,CuAgTe2
mp-30019,ZrCu2Te3
mp-30125,PrTe2Se
mp-30151,CuAuSe4
mp-30203,Sc6AgTe2
mp-31072,Sc6Te2Rh
mp-31495,AgTe2Au
mp-31510,NbCuTe2
mp-3172,Ag3AuSe2
mp-3291,AgTe4Au
mp-33312,Nd2UTe4
mp-33533,La2UTe4
mp-35031,Pr5CuSe8
mp-35264,Pr5AgSe8
mp-35630,Pr2CdSe4
mp-35651,La2USe4
mp-36252,Nd5CuSe8
mp-36305,Pr2UTe4
mp-36407,Nd2EuSe4
mp-3650,HfCu2Te3
mp-36515,Pr2USe4
mp-36733,La2CdSe4
mp-36821,Nd2CdSe4
mp-37167,U12Rh4Se31
mp-3739,NdCuSe2
mp-38125,Sm2CdSe4
mp-38162,Sm5CuSe8
mp-3880,Cr2CuSe4
mp-38805,Sm5AgSe8
mp-4024,DyAgTe2
mp-4034,LaTe2Se
mp-4043,NbCu3Se4
mp-4081,TaCu3Se4
mp-4425,Ta2Pt3Se8
mp-4437,NdTe2Se
mp-4697,Zn(CrSe2)2
mp-4852,Ni(RhSe2)2
mp-504898,Nb2Pd3Se8
mp-505132,Ta3Te14Pd3
mp-505164,NbTe4Ir
mp-505638,Tb3CrSe6
mp-510426,Ta4Te16Pd3
mp-541070,Ta2NiSe5
mp-541509,Ta2Ni3Se8
mp-541587,U3Cu2Se7
mp-541754,TiCu2Te3
mp-5603,NbCoTe2
mp-567598,Dy7(TeIr)2
mp-568224,Sm3CuSe6
mp-568349,Cr(FeSe2)2
mp-568587,CrCuSe2
mp-569511,NiTePd
mp-569983,Ni2PdSe2
mp-570062,ZrTiSe4
mp-570959,Dy2CdSe4
mp-5710,Ag3Te2Au
mp-571054,Cu2Mo3Se4
mp-571471,NbCoTe2
mp-582282,GdAgSe2
mp-607044,Eu(ScSe2)2
mp-616481,NbFeTe2
mp-616615,Hf8MnTe6
mp-622980,MnTePd
mp-623814,Hf8FeTe6
mp-631294,HfMoSe
mp-631381,TeRuSe
mp-642238,Y6AgTe2
mp-645690,Eu(DySe2)2
mp-646337,Tb2EuSe4
mp-653697,Ta(CoTe)2
mp-654199,Ta8NiSe8
mp-667286,Re6Te7Se8
mp-674017,Nb17Ir3Se40
mp-674329,La2CdTe4
mp-675009,Y4CuTe8
mp-675066,Nb3IrSe8
mp-675326,Nb4IrSe10
mp-675462,Mo2RuSe4
mp-675546,Cr4Cu3Te8
mp-675608,Nb3(CuTe3)2
mp-675739,Ce5CuSe8
mp-675747,V(FeSe2)2
mp-675769,Ce(Mo3Se4)2
mp-675929,Ti(FeSe2)2
mp-676089,Fe2CoSe4
mp-676306,Dy7(CuTe4)3
mp-676497,Ce2UTe4
mp-676524,Tb7(CuTe4)3
mp-677132,Gd2CdSe4
mp-678358,Hf5ZrTe8
mp-685251,Nd2(Mo3Se4)5
mp-685296,Sm5(Mo3Se4)12
mp-685414,Tb11CuSe16
mp-685447,Pr5(Mo3Se4)12
mp-685618,FeAgTe2
mp-685942,Ti2(Mo3Se4)5
mp-685977,Gd5AgSe8
mp-686056,Fe(Mo3Se4)2
mp-686717,Fe2NiSe4
mp-695001,V6Cu5Te12
mp-7861,CrCuSe2
mp-862829,PaTe2Au
mp-864791,PaAgTe2
mp-864797,NdCrSe3
mp-867311,AcAgTe2
mp-8677,ZrTiTe4
mp-8848,TaFeTe3
mp-8998,TaNiTe5
mp-8999,NbNiTe5
mp-9295,TaCu3Te4
mp-9381,Zr6FeTe2
mp-9391,TaNi2Te3
mp-945184,YCuTe2
mp-945779,DyCuTe2
mp-961646,TiTeOs
mp-961649,ZrFeTe
mp-961656,VFeTe
mp-961660,TiFeSe
mp-961673,TiFeTe
mp-961678,ScCoTe
mp-961695,LaCoTe
mp-971837,ZnCdTe2
mp-976804,NiAgTe2
mp-979271,TbAgSe2
mp-984629,Cr3CdTe4
mp-985289,Nb3CrSe6
mp-991652,VCu3Te4
mp-991676,NbCu3Te4
mp-1025378,V2FeTe4
mp-1215403,ZnHgTe2
mp-1217261,ThUTe2
mp-1219038,SmUTe6
mp-1229219,Ag3Te32Au13
mp-29068,Hf5FeTe3
mp-3551,TbAgTe2
mp-642293,Y6Te2Pd
